course-code,course-title,credits,description,mortarboard,Requisites:
AFRICAN 406,TOPICS IN AFRICAN LITERATURE,3,"Provides a conceptual focus for the study of various forms of literature from around the African world. Literary forms studied may include novels, drama, poetry, short stories, cinema, and more. Depending on the conceptual focus, texts from a particular region, period, or language may be stressed, or they will coalesce around certain themes, such as modernity, cultural identity, nation building, ideology, globalization, and more.",False,"Sophomore standing and (AFRICAN 201, 203, 211, 231, or FOLKLORE/AFRICAN  210), or graduate/professional standing"
AFRICAN 407,TOPICS IN AFRICAN LANGUAGES,3,"Topics in African languages, especially sociocultural linguistics and critical applied linguistics in Africa.",False,"Sophomore standing and AFRICAN 204, or graduate/professional standing"
AFRICAN 409,TOPICS IN US AND GLOBAL BLACK MUSIC STUDIES,3,"Introduces the phenomenon of ""musical blackness"" as a US-based, transnational cultural form and practice. Explores (topics will vary) how US-based, racially specified black musical forms, together with global forms also identified as ""black,"" were constituted as part of the legacies of European colonial encounter and US imperial expansion; the categories of ""traditional"" music and popular style took shape and have been experienced as something part and parcel of this historical process. Gives close consideration to genre, style, and performance practice, in order to understand the many ways in which musical sound and social/political ideas are inextricably linked.",False,"Sophomore standing and 3 credits in AFRICAN, or graduate/professional standing"
AFRICAN 412,CONTEMPORARY AFRICAN FICTION,3-4,A critical study of the major works.,False,"Sophomore standing and (AFRICAN 201, 203, 211, 231, or FOLKLORE/AFRICAN  210), or graduate/professional standing"
AFRICAN/AFROAMER  413,CONTEMPORARY AFRICAN AND CARIBBEAN DRAMA,3-4,A critical study of the major works.,False,"Sophomore standing and (AFRICAN 201, 203, 211, 231, or FOLKLORE/AFRICAN  210), or graduate/professional standing"
AFRICAN/RELIG ST  414,ISLAM IN AFRICA AND THE DIASPORA,3,"Explore African Muslim communities and Black Muslim communities in the US as an under-examined archive of Islamic authenticity and authority. Involves close readings of ethnographies, fiction, films, and other forms of cultural expression and examination of the practice of Islam and representation of Muslims in Africa and Muslims of African ancestry in the US. Through both primary and secondary sources, explore themes of not just authenticity and authority but also related issues of representation, positionality, difference, otherness, essentialism, and normativity. Ultimately, form a deeper understanding of the diversity and complexity of Islam and Muslims of African ancestry.",True,Sophomore standing
AFRICAN 435,FIFTH SEMESTER SWAHILI,3,"For advanced learners of Standard Swahili; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context.",False,AFRICAN 334
AFRICAN 436,SIXTH SEMESTER SWAHILI,3,"For advanced learners of Standard Swahili; emphasis on proficiency through speaking, listening, reading, and writing, and on communication in cultural context.",False,N/A
AFRICAN/FRENCH  440,AFRICAN/FRANCOPHONE FILM,3,Overview of cinematic works from francophone Africa and/or other areas of Africa. Teaches analysis and writing about cinema. Explores links between cinema and national or regional politics and ideology. Examines spectatorship in relation to questions of identity formation.,False,"Sophomore standing and 3 credits in AFRICAN, or graduate/professional standing"
AFRICAN/COM ARTS/L I S  444,TECHNOLOGY AND DEVELOPMENT IN AFRICA AND BEYOND,3,"Surveys the past 20 years of digital technology and communications culture on the African continent, cross-referenced with discourse on technology experiences in other parts of the developing world, through the framework of development studies. Readings include case studies of micro-tech practices as well as political and social use of new media, and government and NGO-led tech interventions. Information Communication Technology for Development (ICT4D) is a key area of focus. Cross-discipline areas include communications and media studies, African, Latin American and International area studies, as well as the social anthropology of technology and science, and design. Think critically about technology use in the context of different tech cultures from around the world. Apply this perspective towards new media solutions to social problems.",False,Junior standing
AFRICAN 445,ADVANCED READINGS IN ARABIC TEXTS,3,"A selection of Arabic texts, ranging from Classical to modern.",False,"AFRICAN 330, 344, or graduate/professional standing"
AFRICAN/PORTUG  451,LUSOPHONE AFRICAN LITERATURE,3,"Chronological and thematic survey of major trends, authors, and works of Lusophone Africa since 1936.",False,PORTUG 221 and 312
AFRICAN 453,MODERN AFRICAN LITERATURE IN ENGLISH,3-4,"Studies modern African literature, written in English, and covering various genres such as poetry, the novel, drama, and/or the short story.",False,N/A
AFRICAN/JEWISH/MEDIEVAL/RELIG ST  462,MUSLIMS AND JEWS,3,"Explores the historical relationship between Muslims and Jews in a variety of contexts from the seventh century to the present. Surveys literary and cultural exchanges against the background of shifting political and social conditions across the Middle East, Europe, and the United States. Considers also the parallel legacies of anti-Semitism, Orientalism, and Islamophobia. Major themes include comparative religion, secularization, migration, and colonialism, as well as the politics of history and cultural memory. Introduces readings in English translation of medieval and modern texts originally written across languages, and especially in Hebrew and Arabic.",False,Sophomore standing
AFRICAN 475,FIFTH SEMESTER YORUBA,3,"Advanced linguistic structures, literature and poetry. Introduction to Yoruba cultures in the works of Wole Soyinka.",False,AFRICAN 374
AFRICAN 476,SIXTH SEMESTER YORUBA,3,More complex linguistic structure. Proverbs. Yoruba cultural background in the works of Wole Soyinka.,False,AFRICAN 475
AFRICAN 500,LANGUAGE AND SOCIETY IN AFRICA,3-4,"Language use in African societies; multilingualism; language in politics, religion, socialization.",False,"Junior standing and AFRICAN 204, or graduate/professional standing"
AFRICAN 605,ADVANCED TOPICS IN AFRICAN CULTURAL STUDIES,3,"Introduces foundational texts in the study of modern Africa and the social, political, and economic contexts of the continent's cultural production and productivity. Conceptual explorations of interesting issues such as the African encounter with Europe, anticolonialism, race, racialism, and subjectivity, African and European languages and epistemology, transformations in gendered structures, and the environment, and the circulation and consumption of cultural forms and practices. Examines the long histories and theories of cultural production and practices in Africa, the local/global provenance of forms and styles, and the contexts of their local, national, and global circulation and consumption. Promotes critical thinking by putting like and unlike texts together and considering rhetoric and implied meanings, all in the context of Africa's interactive history with the world in the modern era.",False,"Junior standing and (AFRICAN 402, 403, 405, 406, 407, 409, 412, 413, 440, 453, or 471), or graduate/professional standing"
AFRICAN 606,ADVANCED TOPICS IN AFRICAN LITERATURE,3,A critical and historical study of selected topics in African literary studies.,False,"Junior standing and (AFRICAN 402, 403, 405, 406, 407, 409, 412, 413, , , or 471), or graduate/professional standing"
